datasets,organisations,operation,parameters,name,description,notes,severity,responsibility,end-date,entry-date,start-date
conservation-area,local-authority:NEA,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":223,""expected"":47}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:NET,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":228,""expected"":12}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:NEC,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":224,""expected"":21}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:NDE,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":221,""expected"":41}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:NED,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":226,""expected"":30}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:NEL,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":227,""expected"":17}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:NHE,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":232,""expected"":5}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:NKE,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":233,""expected"":37}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:NLN,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":234,""expected"":17}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:NNO,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":235,""expected"":84}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:NNUA,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":501908,""expected"":78}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:NSM,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":238,""expected"":4}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:NTY,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":242,""expected"":17}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:NWA,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":244,""expected"":11}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:NWL,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":245,""expected"":26}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,national-park-authority:Q72617669,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":402,""expected"":42}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:NBL,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":220,""expected"":70}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:NOW,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":237,""expected"":25}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:NGM,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":231,""expected"":17}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:NUN,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":243,""expected"":5}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:OAD,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":248,""expected"":10}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,development-corporation:Q20648596,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":1,""expected"":4}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:OLD,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":249,""expected"":3}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:OXO,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":251,""expected"":18}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,national-park-authority:Q72617988,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":405,""expected"":109}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:PEN,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":252,""expected"":23}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:PTE,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":257,""expected"":30}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:PLY,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":253,""expected"":15}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:POR,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":255,""expected"":30}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:PRE,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":256,""expected"":11}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:RDG,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":262,""expected"":15}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:RCC,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":259,""expected"":17}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:RED,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":263,""expected"":2}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:REI,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":264,""expected"":20}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:RIB,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":265,""expected"":22}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:RIH,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":267,""expected"":41}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:RCH,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":260,""expected"":38}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:ROC,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":268,""expected"":10}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:ROS,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":270,""expected"":10}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:ROH,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":269,""expected"":10}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:ROT,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":271,""expected"":28}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:GRE,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":150,""expected"":23}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:KEC,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":182,""expected"":38}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:KTT,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":188,""expected"":26}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WNM,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":377,""expected"":27}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:RUG,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":272,""expected"":19}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:RUN,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":274,""expected"":8}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:RUS,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":275,""expected"":32}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:RUH,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":273,""expected"":8}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:RUT,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":276,""expected"":34}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:RYE,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":277,""expected"":46}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SLF,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":301,""expected"":16}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SAW,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":279,""expected"":9}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SCE,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":282,""expected"":28}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SEG,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":286,""expected"":14}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SFT,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":290,""expected"":25}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SEL,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":287,""expected"":23}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SEV,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":288,""expected"":41}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SHF,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":294,""expected"":38}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SHR,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":297,""expected"":128}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SLG,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":302,""expected"":5}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SOL,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":306,""expected"":20}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SWT,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":331,""expected"":52}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SBU,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":280,""expected"":20}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SCA,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":281,""expected"":85}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SDE,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":284,""expected"":22}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,national-park-authority:Q20198711,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":396,""expected"":166}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SGC,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":291,""expected"":30}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SHA,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":292,""expected"":37}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SHO,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":296,""expected"":13}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SKE,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":298,""expected"":48}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SLA,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":300,""expected"":10}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SNO,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":304,""expected"":52}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SOX,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":309,""expected"":72}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SRI,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":311,""expected"":8}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SSO,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":313,""expected"":16}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SST,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":314,""expected"":19}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:STY,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":325,""expected"":11}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:STH,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":318,""expected"":20}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SOS,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":308,""expected"":16}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SPE,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":310,""expected"":8}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SAL,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":278,""expected"":19}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SHN,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":295,""expected"":7}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:STA,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":315,""expected"":30}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:STF,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":317,""expected"":16}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:STV,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":324,""expected"":7}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SKP,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":299,""expected"":37}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:STT,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":323,""expected"":11}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:STE,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":316,""expected"":23}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:STR,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":321,""expected"":75}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:STO,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":320,""expected"":41}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SND,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":303,""expected"":14}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SUR,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":327,""expected"":9}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:SWL,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":330,""expected"":51}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
